Date,Product,Category,Sales,Quantity,Region
2023-05-07,Product C,Category 3,362.7,6,East
2023-05-07,Product A,Category 2,278.35,15,North
2023-05-08,Product C,Category 2,434.36,11,East
2023-05-08,Product A,Category 1,158.17,11,West
2023-05-08,Product B,Category 1,70.76,3,East
2023-05-08,Product B,Category 1,168.2,18,South
2023-05-08,Product C,Category 1,63.21,3,South
2023-05-08,Product B,Category 3,420.7,10,South
2023-05-08,Product C,Category 2,340.74,19,East
2023-05-08,Product A,Category 2,261.38,7,North
2023-05-09,Product A,Category 1,220.56,4,East
2023-05-09,Product B,Category 2,99.0,1,West
2023-05-09,Product B,Category 1,170.5,7,East
2023-05-09,Product C,Category 1,423.81,5,South
2023-05-09,Product C,Category 2,146.99,14,East
2023-05-09,Product A,Category 1,83.41,3,West
2023-05-09,Product B,Category 2,196.62,18,West
2023-05-09,Product A,Category 1,387.18,17,West
2023-05-10,Product C,Category 1,64.0,18,North
2023-05-10,Product B,Category 2,84.69,14,South
2023-05-10,Product C,Category 3,393.42,9,South
2023-05-10,Product B,Category 1,124.38,17,North
2023-05-10,Product B,Category 1,81.06,9,West
2023-05-10,Product B,Category 1,251.98,15,East
2023-05-10,Product C,Category 2,243.0,12,East
2023-05-11,Product B,Category 1,359.62,8,North
2023-05-11,Product C,Category 1,496.01,9,West
2023-05-11,Product B,Category 2,151.35,6,West
2023-05-11,Product A,Category 2,79.11,5,East
2023-05-11,Product C,Category 2,92.03,3,North
2023-05-11,Product A,Category 1,382.68,6,West
2023-05-12,Product A,Category 1,242.38,18,West
2023-05-12,Product B,Category 1,107.59,19,West
2023-05-12,Product C,Category 3,421.15,18,South
2023-05-12,Product C,Category 3,133.71,12,South
2023-05-12,Product C,Category 2,70.07,16,West
2023-05-12,Product A,Category 2,453.73,4,South
2023-05-12,Product B,Category 1,398.26,3,East
2023-05-13,Product B,Category 3,256.53,19,North
2023-05-13,Product B,Category 1,391.58,7,South
2023-05-13,Product B,Category 1,219.79,10,West
2023-05-13,Product C,Category 1,373.62,15,North
2023-05-13,Product C,Category 2,455.62,1,South
2023-05-14,Product B,Category 3,227.05,18,North
2023-05-14,Product A,Category 1,376.19,7,East
2023-05-14,Product C,Category 2,376.24,15,East
2023-05-14,Product B,Category 3,105.1,14,North
2023-05-15,Product A,Category 2,151.83,8,West
2023-05-15,Product C,Category 2,61.02,17,West
2023-05-15,Product B,Category 3,58.08,10,South
2023-05-15,Product A,Category 3,263.43,19,North
2023-05-15,Product C,Category 3,229.48,17,East
2023-05-16,Product B,Category 2,180.76,2,East
2023-05-16,Product B,Category 1,490.13,5,East
2023-05-16,Product A,Category 2,439.62,10,North
2023-05-16,Product A,Category 1,251.36,15,South
2023-05-16,Product B,Category 1,342.93,13,West
2023-05-17,Product C,Category 1,354.82,4,South
2023-05-17,Product A,Category 2,108.32,6,South
2023-05-17,Product B,Category 2,390.87,16,South
2023-05-17,Product C,Category 2,418.66,15,North
2023-05-17,Product A,Category 3,413.61,17,West
2023-05-18,Product C,Category 3,100.82,8,South
2023-05-18,Product C,Category 3,196.85,12,North
2023-05-18,Product C,Category 1,255.19,4,East
2023-05-19,Product B,Category 2,411.06,18,West
2023-05-19,Product B,Category 1,100.37,5,West
2023-05-20,Product B,Category 3,317.07,2,West
2023-05-20,Product C,Category 1,180.49,15,East
2023-05-20,Product C,Category 3,308.01,1,South
2023-05-20,Product A,Category 3,155.77,6,West
2023-05-20,Product B,Category 2,487.19,16,North
2023-05-21,Product A,Category 2,356.99,12,East
2023-05-21,Product C,Category 1,336.69,3,West
2023-05-21,Product C,Category 1,443.98,11,West
2023-05-21,Product A,Category 2,51.04,11,South
2023-05-21,Product A,Category 2,414.44,17,South
2023-05-22,Product B,Category 2,261.34,9,East
2023-05-22,Product C,Category 2,216.52,2,West
2023-05-22,Product A,Category 3,90.82,9,North
2023-05-22,Product B,Category 1,474.34,14,East
2023-05-22,Product A,Category 3,134.03,10,West
2023-05-23,Product A,Category 1,338.84,5,West
2023-05-23,Product B,Category 3,278.17,13,West
2023-05-23,Product B,Category 2,286.62,4,East
2023-05-24,Product B,Category 1,265.58,2,South
2023-05-24,Product A,Category 1,497.69,12,West
2023-05-24,Product B,Category 3,296.13,18,South
2023-05-24,Product A,Category 1,55.54,9,West
2023-05-24,Product B,Category 1,71.44,3,North
2023-05-24,Product C,Category 3,209.06,8,West
2023-05-24,Product A,Category 3,96.24,2,West
2023-05-24,Product C,Category 3,87.22,3,East
2023-05-24,Product C,Category 2,92.15,16,North
2023-05-24,Product B,Category 1,495.06,5,East
2023-05-25,Product A,Category 1,227.84,8,East
2023-05-25,Product B,Category 2,396.85,16,South
2023-05-25,Product B,Category 2,126.09,6,South
2023-05-25,Product B,Category 2,398.09,6,North
2023-05-25,Product C,Category 2,114.72,16,East
2023-05-25,Product B,Category 2,291.65,8,North
2023-05-25,Product B,Category 1,354.13,18,East
2023-05-25,Product B,Category 1,495.54,8,North
2023-05-25,Product A,Category 3,174.31,18,North
2023-05-26,Product C,Category 1,115.23,11,West
2023-05-26,Product A,Category 2,467.9,1,West
2023-05-26,Product B,Category 2,102.21,4,West
2023-05-26,Product A,Category 1,199.44,10,East
2023-05-26,Product C,Category 3,486.84,12,West
2023-05-27,Product C,Category 2,329.61,18,East
2023-05-27,Product B,Category 1,215.48,6,North
2023-05-27,Product A,Category 2,249.56,15,South
2023-05-27,Product C,Category 2,103.98,15,North
2023-05-27,Product A,Category 2,486.83,3,South
2023-05-27,Product C,Category 1,212.17,10,North
2023-05-27,Product B,Category 3,447.02,7,South
2023-05-27,Product A,Category 2,289.7,6,South
2023-05-27,Product A,Category 2,286.36,3,South
2023-05-27,Product B,Category 2,140.25,2,South
2023-05-28,Product B,Category 2,480.12,10,North
2023-05-28,Product A,Category 1,88.4,7,South
2023-05-28,Product B,Category 3,364.69,3,North
2023-05-28,Product C,Category 3,335.79,16,West
2023-05-28,Product C,Category 2,330.13,14,East
2023-05-29,Product C,Category 3,336.44,8,East
2023-05-29,Product A,Category 1,109.18,2,South
2023-05-29,Product B,Category 2,379.28,13,North
2023-05-30,Product B,Category 1,318.19,9,South
2023-05-30,Product B,Category 2,386.25,9,East
2023-05-31,Product B,Category 3,387.83,11,West
2023-05-31,Product C,Category 2,118.55,11,North
2023-05-31,Product A,Category 2,79.02,4,South
2023-05-31,Product B,Category 2,473.2,5,South
2023-05-31,Product A,Category 1,125.98,2,West
2023-05-31,Product A,Category 2,280.72,4,North
2023-05-31,Product C,Category 2,496.07,2,South
2023-05-31,Product A,Category 2,213.96,11,East
2023-06-01,Product C,Category 3,63.86,11,West
2023-06-01,Product B,Category 1,321.48,17,South
2023-06-01,Product A,Category 1,181.63,4,South
2023-06-01,Product A,Category 2,61.31,17,North
2023-06-01,Product B,Category 2,265.22,13,South
2023-06-01,Product C,Category 2,89.23,11,South
2023-06-01,Product C,Category 2,358.66,2,North
2023-06-01,Product B,Category 3,258.99,9,West
2023-06-01,Product C,Category 1,294.14,19,West
2023-06-02,Product A,Category 2,64.14,6,East
2023-06-02,Product A,Category 2,84.93,3,North
2023-06-02,Product A,Category 1,468.77,9,West
2023-06-02,Product C,Category 2,155.38,5,South
2023-06-02,Product A,Category 1,282.76,3,North
2023-06-03,Product A,Category 2,365.02,1,West
2023-06-03,Product A,Category 2,319.6,2,South
2023-06-03,Product B,Category 3,70.73,14,West
2023-06-03,Product C,Category 1,406.26,4,East
2023-06-04,Product B,Category 2,289.62,12,West
2023-06-04,Product B,Category 3,164.44,17,South
2023-06-04,Product C,Category 2,499.79,1,West
2023-06-04,Product B,Category 1,226.32,13,South
2023-06-04,Product A,Category 3,431.24,7,East
2023-06-05,Product B,Category 1,263.03,8,West
2023-06-06,Product B,Category 1,363.99,16,North
2023-06-06,Product A,Category 1,431.11,15,West
2023-06-06,Product B,Category 1,339.27,16,South
2023-06-07,Product C,Category 1,228.56,8,West
2023-06-07,Product B,Category 1,304.5,3,South
2023-06-07,Product C,Category 2,374.63,7,West
2023-06-07,Product B,Category 3,63.92,15,South
2023-06-08,Product C,Category 3,373.84,15,West
2023-06-08,Product A,Category 3,306.79,9,East
2023-06-08,Product B,Category 2,444.76,12,South
2023-06-09,Product A,Category 1,194.49,9,South
2023-06-09,Product A,Category 3,289.41,13,South
2023-06-09,Product C,Category 2,149.1,6,West
2023-06-09,Product A,Category 3,413.33,1,South
2023-06-09,Product A,Category 2,393.04,6,South
2023-06-09,Product A,Category 2,190.35,2,North
2023-06-09,Product A,Category 1,419.17,7,East
2023-06-09,Product A,Category 3,456.62,7,West
2023-06-09,Product C,Category 2,382.85,11,North
2023-06-10,Product A,Category 3,287.27,18,North
2023-06-10,Product B,Category 3,459.56,15,East
2023-06-10,Product C,Category 2,321.83,19,East
2023-06-10,Product B,Category 2,80.75,18,East
2023-06-10,Product A,Category 2,387.43,7,North
2023-06-10,Product C,Category 1,497.74,11,East
2023-06-10,Product C,Category 2,198.61,13,North
2023-06-10,Product C,Category 3,287.86,6,West
2023-06-10,Product B,Category 2,63.75,5,South
2023-06-10,Product A,Category 3,363.95,13,South
2023-06-10,Product A,Category 3,459.8,3,North
2023-06-11,Product B,Category 2,164.97,2,North
2023-06-11,Product A,Category 2,375.42,12,South
2023-06-11,Product A,Category 1,136.04,12,East
2023-06-11,Product C,Category 3,413.64,19,South
2023-06-12,Product A,Category 1,233.14,19,West
2023-06-12,Product C,Category 2,407.3,18,South
2023-06-12,Product C,Category 1,273.77,9,North
2023-06-12,Product C,Category 2,380.31,11,South
2023-06-12,Product A,Category 1,471.34,7,East
2023-06-13,Product C,Category 2,156.55,3,South
2023-06-13,Product C,Category 3,157.62,8,North
2023-06-13,Product B,Category 1,95.42,11,North
2023-06-13,Product A,Category 2,356.79,12,East
2023-06-13,Product A,Category 2,491.81,6,South
2023-06-13,Product B,Category 2,476.65,15,West
2023-06-13,Product C,Category 1,222.16,8,West
2023-06-14,Product A,Category 2,423.23,11,East
2023-06-14,Product C,Category 1,286.45,1,North
2023-06-14,Product B,Category 3,97.16,17,North
2023-06-15,Product B,Category 1,329.92,13,North
2023-06-15,Product C,Category 3,250.36,16,South
2023-06-15,Product B,Category 2,457.73,14,South
2023-06-15,Product A,Category 1,152.91,17,West
2023-06-15,Product B,Category 3,274.36,1,East
2023-06-16,Product A,Category 1,294.71,7,East
2023-06-16,Product C,Category 1,408.31,13,East
2023-06-16,Product C,Category 3,458.24,11,West
2023-06-16,Product C,Category 2,56.03,1,East
2023-06-17,Product B,Category 1,263.3,2,North
2023-06-17,Product C,Category 2,407.03,14,South
2023-06-17,Product C,Category 2,132.26,14,East
2023-06-17,Product A,Category 1,168.49,7,East
2023-06-18,Product C,Category 2,67.89,15,North
2023-06-19,Product C,Category 3,301.86,10,West
2023-06-19,Product A,Category 3,175.3,5,North
2023-06-19,Product C,Category 2,257.78,18,East
2023-06-19,Product A,Category 3,382.88,10,West
2023-06-19,Product A,Category 3,73.36,12,East
2023-06-19,Product B,Category 2,80.32,13,North
2023-06-20,Product B,Category 1,319.15,1,East
2023-06-20,Product B,Category 1,334.64,12,South
2023-06-21,Product A,Category 3,391.66,11,West
2023-06-21,Product A,Category 3,204.65,9,North
2023-06-21,Product C,Category 1,479.31,17,East
2023-06-21,Product A,Category 3,328.86,2,West
2023-06-21,Product C,Category 2,100.82,5,East
2023-06-22,Product A,Category 1,254.71,3,South
2023-06-22,Product C,Category 2,228.94,6,West
2023-06-22,Product B,Category 2,310.67,11,South
2023-06-22,Product B,Category 1,73.49,12,North
2023-06-22,Product C,Category 1,154.42,2,East
2023-06-23,Product A,Category 3,119.44,11,North
2023-06-23,Product A,Category 3,164.4,2,South
2023-06-24,Product C,Category 2,288.5,19,South
2023-06-24,Product A,Category 3,72.43,14,North
2023-06-24,Product B,Category 3,253.26,2,West
2023-06-24,Product B,Category 2,205.66,5,North
2023-06-25,Product C,Category 2,389.58,13,South
2023-06-25,Product A,Category 1,424.99,15,West
2023-06-25,Product C,Category 3,259.97,18,North
2023-06-26,Product B,Category 2,353.46,10,South
2023-06-26,Product C,Category 2,369.55,2,West
2023-06-26,Product C,Category 3,155.59,10,South
2023-06-26,Product B,Category 3,392.38,13,East
2023-06-26,Product A,Category 2,172.15,8,South
2023-06-27,Product C,Category 2,399.62,17,West
2023-06-27,Product C,Category 2,319.46,1,East
2023-06-27,Product A,Category 1,149.34,19,South
2023-06-27,Product A,Category 1,315.69,6,East
2023-06-27,Product B,Category 3,354.25,10,South
2023-06-28,Product C,Category 1,287.25,19,South
2023-06-28,Product B,Category 2,62.38,5,East
2023-06-28,Product B,Category 2,256.31,11,South
2023-06-28,Product C,Category 2,251.42,19,West
2023-06-28,Product C,Category 2,249.96,12,East
2023-06-29,Product C,Category 1,421.31,6,South
2023-06-29,Product C,Category 2,312.47,6,North
2023-06-29,Product A,Category 1,326.2,3,West
2023-06-29,Product B,Category 1,311.1,4,East
2023-06-29,Product B,Category 1,452.5,17,South
2023-06-30,Product A,Category 1,146.28,17,West
2023-06-30,Product B,Category 3,304.24,8,South
2023-06-30,Product B,Category 3,348.2,1,North
2023-07-01,Product A,Category 3,341.47,7,West
2023-07-01,Product A,Category 2,130.05,3,South
2023-07-01,Product B,Category 3,178.05,18,West
2023-07-02,Product C,Category 3,454.48,9,East
2023-07-02,Product B,Category 1,427.35,4,West
2023-07-02,Product A,Category 2,182.86,16,East
2023-07-02,Product B,Category 2,297.04,8,West
2023-07-03,Product C,Category 1,443.4,2,North
2023-07-03,Product B,Category 2,427.85,4,West
2023-07-03,Product A,Category 3,282.05,10,South
2023-07-03,Product B,Category 2,356.75,14,South
2023-07-04,Product C,Category 1,378.61,5,West
2023-07-04,Product A,Category 2,385.64,6,South
2023-07-04,Product B,Category 1,245.98,3,West
2023-07-04,Product A,Category 2,268.41,13,East
2023-07-04,Product C,Category 1,423.39,17,East
2023-07-05,Product A,Category 3,429.91,4,East
2023-07-05,Product C,Category 1,320.95,11,East
2023-07-05,Product C,Category 1,340.07,7,West
2023-07-05,Product B,Category 3,220.51,5,West
2023-07-05,Product C,Category 3,307.31,8,North
2023-07-05,Product A,Category 2,382.13,16,South
2023-07-06,Product C,Category 2,344.88,10,South
2023-07-06,Product B,Category 2,484.81,7,South
2023-07-06,Product A,Category 2,178.21,1,West
2023-07-06,Product A,Category 2,286.83,19,West
2023-07-06,Product A,Category 2,427.76,14,East
2023-07-06,Product C,Category 3,409.37,9,North
2023-07-07,Product B,Category 3,266.41,17,West
2023-07-07,Product C,Category 2,313.61,16,North
2023-07-07,Product A,Category 3,433.89,4,West
2023-07-07,Product B,Category 2,296.98,1,East
2023-07-07,Product C,Category 2,297.31,19,West
2023-07-07,Product A,Category 2,152.82,10,West
2023-07-08,Product B,Category 2,257.65,6,South
2023-07-08,Product A,Category 3,442.42,5,West
2023-07-08,Product B,Category 2,156.14,17,South
2023-07-08,Product A,Category 3,51.31,10,North
2023-07-08,Product B,Category 3,303.48,8,North
2023-07-08,Product A,Category 2,441.39,15,North
2023-07-09,Product C,Category 3,223.64,12,South
2023-07-09,Product B,Category 3,188.91,6,West
2023-07-09,Product B,Category 1,89.98,16,West
2023-07-09,Product C,Category 3,183.42,17,South
2023-07-09,Product A,Category 1,144.39,15,East
2023-07-09,Product B,Category 1,169.78,8,East
2023-07-09,Product A,Category 1,456.76,1,South
2023-07-09,Product C,Category 1,359.09,18,North
2023-07-09,Product A,Category 1,334.03,8,North
2023-07-09,Product A,Category 3,367.71,3,West
2023-07-09,Product A,Category 1,427.22,17,South
2023-07-09,Product C,Category 1,486.32,13,North
2023-07-09,Product B,Category 2,482.08,19,North
2023-07-10,Product C,Category 1,490.8,12,North
2023-07-10,Product B,Category 3,369.22,17,West
2023-07-10,Product A,Category 3,191.82,13,East
2023-07-10,Product A,Category 1,392.86,13,North
2023-07-10,Product B,Category 3,427.92,3,South
2023-07-10,Product C,Category 1,231.91,19,South
2023-07-10,Product B,Category 2,116.59,8,West
2023-07-11,Product B,Category 3,353.57,17,South
2023-07-11,Product B,Category 3,468.24,16,South
2023-07-11,Product B,Category 2,115.34,13,South
2023-07-11,Product C,Category 1,365.11,12,East
2023-07-11,Product C,Category 1,496.6,2,North
2023-07-11,Product B,Category 2,378.87,14,North
2023-07-11,Product B,Category 3,453.23,17,East
2023-07-12,Product C,Category 2,409.25,3,South
2023-07-12,Product A,Category 1,393.61,4,East
2023-07-12,Product B,Category 1,452.59,16,South
2023-07-13,Product A,Category 2,263.93,3,West
2023-07-13,Product B,Category 2,419.01,8,East
2023-07-13,Product B,Category 2,273.79,15,West
2023-07-13,Product A,Category 3,295.03,15,South
2023-07-13,Product B,Category 1,492.73,11,North
2023-07-14,Product A,Category 1,488.57,9,West
2023-07-14,Product B,Category 3,70.43,8,East
2023-07-14,Product C,Category 3,468.95,5,West
2023-07-14,Product A,Category 1,332.71,6,East
2023-07-14,Product A,Category 1,109.57,6,North
2023-07-14,Product B,Category 1,315.89,15,West
2023-07-15,Product B,Category 2,227.95,2,West
2023-07-15,Product C,Category 2,187.76,14,North
2023-07-16,Product A,Category 3,360.5,12,South
2023-07-16,Product C,Category 1,285.14,5,North
2023-07-16,Product C,Category 3,124.34,17,North
2023-07-16,Product C,Category 1,346.47,17,East
2023-07-16,Product B,Category 3,477.1,3,South
2023-07-17,Product C,Category 1,343.25,8,South
2023-07-17,Product C,Category 2,154.74,17,South
2023-07-17,Product B,Category 1,235.74,15,South
2023-07-18,Product A,Category 3,70.93,12,West
2023-07-18,Product A,Category 3,148.3,17,North
2023-07-18,Product C,Category 3,230.65,12,North
2023-07-19,Product C,Category 1,69.35,3,East
2023-07-19,Product B,Category 3,191.33,7,North
2023-07-19,Product A,Category 1,454.75,1,East
2023-07-19,Product C,Category 2,126.76,14,West
2023-07-19,Product B,Category 2,374.0,1,West
2023-07-20,Product A,Category 3,159.0,3,East
2023-07-20,Product B,Category 2,106.81,2,South
2023-07-20,Product B,Category 2,226.76,17,South
2023-07-20,Product A,Category 3,491.74,14,West
2023-07-20,Product C,Category 2,239.65,13,North
2023-07-21,Product B,Category 1,96.98,15,West
2023-07-21,Product C,Category 3,202.22,17,South
2023-07-21,Product C,Category 3,209.77,19,West
2023-07-21,Product B,Category 1,379.46,17,South
2023-07-21,Product C,Category 3,66.17,9,East
2023-07-22,Product A,Category 3,322.77,13,East
2023-07-22,Product B,Category 3,184.75,6,North
2023-07-22,Product C,Category 2,342.85,18,East
2023-07-22,Product C,Category 1,317.21,5,West
2023-07-22,Product A,Category 2,92.77,4,East
2023-07-22,Product B,Category 1,84.37,8,North
2023-07-23,Product C,Category 2,468.33,1,East
2023-07-23,Product B,Category 3,62.34,15,West
2023-07-23,Product C,Category 1,429.77,1,North
2023-07-23,Product A,Category 1,471.82,13,South
2023-07-23,Product B,Category 2,280.81,15,West
2023-07-24,Product A,Category 2,142.01,14,North
2023-07-24,Product C,Category 3,158.85,13,West
2023-07-24,Product A,Category 1,123.75,11,South
2023-07-24,Product C,Category 3,284.09,1,South
2023-07-24,Product A,Category 1,111.65,19,North
2023-07-24,Product A,Category 1,391.81,10,West
2023-07-24,Product B,Category 1,256.21,6,South
2023-07-25,Product A,Category 1,446.9,17,East
2023-07-25,Product B,Category 3,397.34,7,East
2023-07-25,Product C,Category 2,228.82,2,South
2023-07-25,Product C,Category 1,75.98,12,West
2023-07-25,Product A,Category 1,238.1,18,South
2023-07-26,Product B,Category 1,174.4,6,West
2023-07-26,Product C,Category 3,266.7,6,East
2023-07-26,Product A,Category 1,373.58,16,East
2023-07-27,Product A,Category 1,451.17,14,North
2023-07-27,Product B,Category 2,245.83,19,South
2023-07-27,Product A,Category 3,440.85,9,North
2023-07-27,Product C,Category 3,295.3,19,South
2023-07-27,Product B,Category 3,368.46,4,East
2023-07-28,Product C,Category 3,478.86,6,South
2023-07-29,Product C,Category 1,246.87,19,South
2023-07-29,Product A,Category 2,438.53,6,North
2023-07-30,Product A,Category 1,394.96,15,East
2023-07-31,Product B,Category 2,457.89,13,West
